epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,2780.36,0.97696,0.41538,0.86466,0.98072,1,0.995,0.61966,1.39463,0.47957,0.86662,4.95516e-05,4.95516e-05,4.95516e-05
190,2794.89,1.01347,0.42316,0.86796,0.98358,1,0.995,0.61931,1.39955,0.48103,0.86574,4.60173e-05,4.60173e-05,4.60173e-05
191,2810.28,1.00897,0.40112,0.88313,0.9744,1,0.995,0.61388,1.38077,0.49202,0.86631,4.2483e-05,4.2483e-05,4.2483e-05
192,2824.83,0.99733,0.39486,0.88564,0.97965,1,0.995,0.61676,1.37599,0.4859,0.86656,3.89487e-05,3.89487e-05,3.89487e-05
193,2839.22,1.0023,0.39432,0.88459,0.98522,1,0.995,0.62083,1.38384,0.48807,0.86605,3.54144e-05,3.54144e-05,3.54144e-05
194,2853.51,0.99345,0.39197,0.8802,0.98291,1,0.995,0.62138,1.39065,0.49363,0.86758,3.18801e-05,3.18801e-05,3.18801e-05
195,2867.82,0.99067,0.39004,0.88088,0.98235,1,0.995,0.62834,1.38961,0.49249,0.86784,2.83458e-05,2.83458e-05,2.83458e-05
196,2882.27,0.99616,0.38914,0.87554,0.98216,0.99977,0.995,0.62688,1.3856,0.49353,0.8666,2.48115e-05,2.48115e-05,2.48115e-05
197,2896.61,0.99496,0.39449,0.88242,0.98035,0.99318,0.995,0.62799,1.38724,0.49108,0.868,2.12772e-05,2.12772e-05,2.12772e-05
198,2910.99,0.97883,0.39086,0.88001,0.98071,1,0.995,0.62063,1.38431,0.49565,0.86807,1.77429e-05,1.77429e-05,1.77429e-05
199,2925.59,0.97861,0.38769,0.87875,0.98279,1,0.995,0.61785,1.38608,0.48603,0.86915,1.42086e-05,1.42086e-05,1.42086e-05
200,2940.02,0.97708,0.38515,0.88336,0.98303,1,0.995,0.61497,1.3869,0.48638,0.86882,1.06743e-05,1.06743e-05,1.06743e-05
